name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"New York, NY",7/17/2022,82.8,72.3,77.5,85.4,72.3,78.2,67.3,71.4,0.017,100,12.5,rain,0,0,17.2,9.9,219,1016.2,72.9,9.8,222.8,19.3,10,,2022-07-17T05:39:24,2022-07-17T20:24:41,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",7/18/2022,81.8,72.4,78,87.4,72.4,78.5,72.4,83,0.685,100,37.5,rain,0,0,26.8,10.3,111.8,1011.9,78.9,7.3,96.8,8.2,5,,2022-07-18T05:40:13,2022-07-18T20:24:00,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",7/19/2022,90.8,73.9,82.5,91.7,73.9,83.1,65.2,58.3,0,0,0,,0,0,27.7,10.2,265.3,1007.8,29.7,9.9,308.9,26.7,10,,2022-07-19T05:41:02,2022-07-19T20:23:18,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",7/20/2022,94.2,78.2,86.6,97.9,78.2,89,65.9,50.7,0,0,0,,0,0,27.7,10.2,237.8,1007.3,19.4,9.9,237.3,20.4,9,,2022-07-20T05:41:53,2022-07-20T20:22:33,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",7/21/2022,92.2,78.2,85.5,102.2,78.2,89.5,69.3,60,0.181,100,8.33,rain,0,0,31.1,13,224.3,1004.7,28.8,9.5,240.9,20.8,9,,2022-07-21T05:42:44,2022-07-21T20:21:47,0.76,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",7/22/2022,94,79.3,85.4,93,79.3,86.2,63.1,48.8,0.027,100,4.17,rain,0,0,23.7,13.2,268.7,1010.6,27.3,9.9,268.4,23,10,,2022-07-22T05:43:36,2022-07-22T20:20:59,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",7/23/2022,95.2,78.5,85.8,94,78.5,86.7,63.4,48.7,0,0,0,,0,0,17.2,9.2,257.5,1015.2,17.7,9.9,314.2,26.9,10,,2022-07-23T05:44:29,2022-07-23T20:20:10,0.83,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",7/24/2022,96.4,80.5,87.7,96.1,82.6,89,63.5,45.9,0,0,0,,0,0,28,12.1,225.6,1014.9,38.4,9.9,280.9,24.2,9,,2022-07-24T05:45:22,2022-07-24T20:19:18,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",7/25/2022,86.3,77.6,83.5,92.7,77.6,88.6,72.1,68.8,0.506,100,12.5,rain,0,0,37.8,12,221.7,1011.3,56.6,9.5,114.3,9.7,4,,2022-07-25T05:46:16,2022-07-25T20:18:25,0.9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",7/26/2022,81.2,71.8,77.2,85.7,71.8,77.5,58.2,53.1,0,0,0,,0,0,19.9,10.2,319.2,1014.9,37.4,9.9,186.1,16,5,,2022-07-26T05:47:10,2022-07-26T20:17:30,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",7/27/2022,84,70.1,77.4,83.9,70.1,77.4,59.6,55.2,0,0,0,,0,0,20.5,12,127.5,1013.5,33.4,9.9,266.3,22.9,9,,2022-07-27T05:48:05,2022-07-27T20:16:33,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",7/28/2022,86.2,74.4,81,93,74.4,83.8,70.5,71.2,0.035,100,8.33,rain,0,0,31.1,10.5,206.6,1010.1,55.5,9.7,238,20.5,9,,2022-07-28T05:49:00,2022-07-28T20:15:35,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",7/29/2022,85.7,74.3,80.3,87,74.3,81,65.4,61.8,0.068,100,8.33,rain,0,0,20.4,12.9,264.1,1012,54.9,9.7,129.2,11.2,4,,2022-07-29T05:49:56,2022-07-29T20:14:35,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",7/30/2022,87.3,74.4,80.3,85.2,74.4,79.6,58,49,0,0,0,,0,0,23,13.4,315.1,1016,49.6,9.9,311.9,27,10,,2022-07-30T05:50:52,2022-07-30T20:13:34,0.07,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",7/31/2022,86,71,78.3,84.8,71,78.2,59.7,53.8,0,0,0,,0,0,19.7,11.7,97.6,1020.5,31.6,9.9,259.4,22.4,9,,2022-07-31T05:51:48,2022-07-31T20:12:31,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/1/2022,77.5,68.9,72.1,77.5,68.9,72.1,66.4,82.6,0.456,100,33.33,rain,0,0,19.7,7.7,311.2,1014.5,84.7,7.1,52.5,4.6,2,,2022-08-01T05:52:45,2022-08-01T20:11:27,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/2/2022,89.9,71.7,80.7,93,71.7,82,66.2,63.7,0,0,0,,0,0,23,10.8,253.1,1009.7,43.6,9.8,243.2,21,8,,2022-08-02T05:53:42,2022-08-02T20:10:21,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/3/2022,90,72.8,80.7,88.2,72.8,80.8,62.8,56.3,0,0,0,,0,0,18.3,10.5,341.6,1014.6,12.9,9.9,305.9,26.4,10,,2022-08-03T05:54:40,2022-08-03T20:09:13,0.21,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/4/2022,93,76.7,84,97.4,76.7,86.3,67.3,58.2,0,0,0,,0,0,27.7,11.4,207.9,1016.8,25.5,9.9,292.4,25.1,10,,2022-08-04T05:55:37,2022-08-04T20:08:04,0.24,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/5/2022,89.7,78.9,83.2,93.2,78.9,85.6,67.1,58.8,0,0,0,,0,0,21.9,10.2,232.4,1019.6,39.1,9.9,199,17.2,8,,2022-08-05T05:56:35,2022-08-05T20:06:54,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/6/2022,91.4,77.1,84.1,95.2,77.1,86.7,67.9,59,0,0,0,,0,0,25.3,15.3,220.2,1021.9,35.9,9.9,260.6,22.4,9,,2022-08-06T05:57:33,2022-08-06T20:05:42,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/7/2022,91.7,79.7,84.6,98.3,79.7,89.1,70.9,64.8,0.25,100,12.5,rain,0,0,31.5,12.4,220.1,1020.3,47.2,9.7,205.8,18,7,,2022-08-07T05:58:31,2022-08-07T20:04:29,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",8/8/2022,93.5,79.3,85.9,100.5,79.3,90.7,71.2,62.9,0,0,0,,0,0,27.7,15.5,223.6,1015.3,42.3,9.9,217.6,18.7,10,,2022-08-08T05:59:30,2022-08-08T20:03:15,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",8/9/2022,96.2,81.6,87.4,101.6,86.8,93.4,71.6,61.3,0.037,100,8.33,rain,0,0,37.8,12.7,257.7,1012.5,50.6,9.7,223.3,19.2,9,,2022-08-09T06:00:28,2022-08-09T20:01:59,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",8/10/2022,86.6,75.3,80.4,89.4,75.3,81.4,64.2,58.4,0,0,0,,0,0,22.4,8.7,34.3,1016,78.6,9.9,205.2,17.7,9,,2022-08-10T06:01:27,2022-08-10T20:00:42,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/11/2022,89.7,73.1,80.1,87.3,73.1,79.8,63.5,60.7,0.122,100,12.5,rain,0,0,26.4,6.3,8.5,1012.2,57,9.2,245.8,21.2,9,,2022-08-11T06:02:26,2022-08-11T19:59:24,0.5,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/12/2022,84.9,71.6,78,82.4,71.6,77.3,49.8,39.2,0,0,0,,0,0,26.4,10.5,12.9,1014.9,43.5,9.9,284.5,24.5,10,,2022-08-12T06:03:24,2022-08-12T19:58:05,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",8/13/2022,79.4,65.9,72.8,79.4,65.9,72.8,47.6,41.6,0,0,0,,0,0,23,10.2,11,1018.4,26.9,9.9,258.5,22.4,9,,2022-08-13T06:04:23,2022-08-13T19:56:44,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/14/2022,81.2,66.6,73.9,80.2,66.6,73.8,51.6,46.5,0,0,0,,0,0,23,16.5,177.5,1017.5,22.1,9.9,237.8,20.6,8,,2022-08-14T06:05:22,2022-08-14T19:55:23,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",8/15/2022,81.9,68.9,74.9,81.1,68.9,74.8,54.5,49.9,0,0,0,,0,0,19.7,10.5,133.1,1015.6,35.8,9.9,260.8,22.5,8,,2022-08-15T06:06:21,2022-08-15T19:54:00,0.62,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",8/16/2022,82.9,66.7,74.1,81.4,66.7,73.9,56.1,55.5,0,0,0,,0,0,24.2,14.7,64.3,1015.9,31.6,9.9,281.8,24.1,9,,2022-08-16T06:07:20,2022-08-16T19:52:36,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/17/2022,79.5,65.7,73.2,79.5,65.7,73.2,56.1,56.4,0.296,100,20.83,rain,0,0,18.8,11.8,23.7,1015.4,73.1,9.8,128.6,11.3,6,,2022-08-17T06:08:19,2022-08-17T19:51:12,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/18/2022,86.2,65.6,75,83.8,65.6,74.4,55.3,53.9,0,0,0,,0,0,20.8,8.1,297.9,1012.6,35.8,9.9,231.8,20,10,,2022-08-18T06:09:18,2022-08-18T19:49:46,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/19/2022,89.5,70.2,78.8,87.6,70.2,78.4,57.3,49.1,0,0,0,,0,0,26.4,12.9,212.4,1017.1,18.6,9.9,265.5,22.8,9,,2022-08-19T06:10:17,2022-08-19T19:48:19,0.75,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/20/2022,89.3,75.4,81,90,75.4,81.3,62.9,55,0,0,0,,0,0,21.9,11.8,173.2,1020.3,36.4,9.9,262.3,22.7,9,,2022-08-20T06:11:16,2022-08-20T19:46:52,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/21/2022,81.2,72.4,76.7,83.3,72.4,77.1,65.9,69.8,0,0,0,,0,0,20.1,10.5,131.7,1019.3,42.9,9.9,170.7,14.7,6,,2022-08-21T06:12:15,2022-08-21T19:45:23,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/22/2022,79.1,73.2,75.4,79.1,73.2,75.4,69.6,82.3,0.205,100,33.33,rain,0,0,19.7,8.3,93.3,1013,87.8,9.3,112.3,9.6,9,,2022-08-22T06:13:14,2022-08-22T19:43:54,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/23/2022,85.2,72.2,77.9,87,72.2,78.4,67.2,72.3,0.012,100,4.17,rain,0,0,25,12,282.5,1009.5,61.5,7.7,210.5,18,8,,2022-08-23T06:14:13,2022-08-23T19:42:23,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/24/2022,89.6,71.7,80.2,87.6,71.7,79.7,59.6,52.5,0,0,0,,0,0,19.7,10.3,285.3,1013.7,21.2,9.9,252.3,21.7,9,,2022-08-24T06:15:12,2022-08-24T19:40:52,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/25/2022,89.8,72.5,81.1,87.5,72.5,80.6,58.3,47.5,0,0,0,,0,0,20.4,8.4,243.9,1016.4,17.8,9.9,278.3,24.3,9,,2022-08-25T06:16:11,2022-08-25T19:39:20,0.95,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/26/2022,86.6,75.9,80.8,90.7,75.9,82.3,66,61.4,0.264,100,16.67,rain,0,0,29.8,9.2,211.6,1013.3,51.5,9.3,133.4,11.5,7,,2022-08-26T06:17:10,2022-08-26T19:37:48,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/27/2022,88.6,74.7,80.9,87.7,74.7,81.3,63.5,56.8,0,0,0,,0,0,18.1,8.1,42,1015.1,49,9.9,242.6,20.9,9,,2022-08-27T06:18:08,2022-08-27T19:36:15,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/28/2022,80.7,73.4,76.2,82.9,73.4,76.4,67,73.3,0,0,0,,0,0,21.9,10.2,83.3,1020.5,81.3,9.7,172.9,15,6,,2022-08-28T06:19:07,2022-08-28T19:34:41,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/29/2022,85.3,74.4,78.9,89.2,74.4,80.1,69.2,73,0.002,100,4.17,rain,0,0,26.4,14.5,161.9,1019.1,58.1,9.9,238.1,20.7,9,,2022-08-29T06:20:06,2022-08-29T19:33:06,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",8/30/2022,87.8,73.7,79.8,92.6,73.7,81.5,69.6,72.1,0.134,100,8.33,rain,0,0,31.4,12.8,187.3,1011.9,47,9.7,259.5,22.3,9,,2022-08-30T06:21:04,2022-08-30T19:31:31,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",8/31/2022,84.6,70.4,76.8,82.9,70.4,76.5,58.6,58.4,0.019,100,4.17,rain,0,0,25.3,19.7,293,1008.9,35.6,9.6,211.9,18.3,8,,2022-08-31T06:22:03,2022-08-31T19:29:55,0.15,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",9/1/2022,85.9,69.6,77.2,83.1,69.6,76.5,49.2,39.2,0,0,0,,0,0,25.3,11.3,295.4,1013.2,5.9,9.8,264,22.7,9,,2022-09-01T06:23:02,2022-09-01T19:28:18,0.19,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",9/2/2022,78.5,62.7,70.2,78.5,62.7,70.2,51.9,52.9,0,0,0,,0,0,16.3,9,54.2,1023.2,13.9,9.9,266.9,22.8,9,,2022-09-02T06:24:00,2022-09-02T19:26:41,0.22,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",9/3/2022,80.5,65.6,72.6,81.2,65.6,72.7,59.9,65.4,0,0,0,,0,0,16.8,7.5,94,1024.2,37.7,9.9,216.6,18.5,8,,2022-09-03T06:24:59,2022-09-03T19:25:04,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",9/4/2022,89.1,71.9,78.2,90.3,71.9,79,65.4,65.9,0,0,0,,0,0,18.3,9.3,229.6,1019.6,61.4,9.9,178.8,15.5,6,,2022-09-04T06:25:57,2022-09-04T19:23:26,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",9/5/2022,86.3,74,78,87.3,74,78.7,67.8,71.9,0.016,100,8.33,rain,0,0,21.9,11.5,160.5,1018.1,68.6,9.7,201.2,17.3,8,,2022-09-05T06:26:55,2022-09-05T19:21:48,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",9/6/2022,74.1,67.7,71.4,74.1,67.7,71.4,68.1,89.6,0.768,100,83.33,rain,0,0,25.3,10.1,72.7,1015.9,96.9,5.8,24.3,2,1,,2022-09-06T06:27:54,2022-09-06T19:20:09,0.37,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",9/7/2022,72.2,65.4,68.7,72.2,65.4,68.7,61.7,79,0.002,100,4.17,rain,0,0,23.9,12,43,1015.4,96.3,9.2,62.6,5.4,3,,2022-09-07T06:28:52,2022-09-07T19:18:30,0.4,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",9/8/2022,77.6,65.1,70.6,77.6,65.1,70.6,57.3,63.5,0,0,0,,0,0,20.8,8.8,44.4,1013.2,54.7,9.9,234.4,20.2,9,,2022-09-08T06:29:51,2022-09-08T19:16:50,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",9/9/2022,79.5,63.2,70.7,79.5,63.2,70.7,54.4,59.6,0,0,0,,0,0,19.7,8.7,44.8,1017.7,8.4,9.9,240.9,20.6,8,,2022-09-09T06:30:49,2022-09-09T19:15:10,0.47,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",9/10/2022,85.9,65.1,74.1,82.9,65.1,73.6,55.4,55.9,0,0,0,,0,0,12.8,6.1,231.6,1022.9,21.2,9.9,244.5,21.1,9,,2022-09-10T06:31:48,2022-09-10T19:13:30,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",9/11/2022,75.4,67.5,71.6,75.4,67.5,71.6,63.8,76.8,0.178,100,45.83,rain,0,0,21.9,6.7,190.5,1019.9,82.9,8.2,58.7,5.1,2,,2022-09-11T06:32:46,2022-09-11T19:11:50,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",9/12/2022,80.8,68.4,73.6,83.1,68.4,73.9,67.3,81.7,0.404,100,33.33,rain,0,0,13.4,5.7,55.1,1010.7,82.6,7.3,183.2,15.9,9,,2022-09-12T06:33:44,2022-09-12T19:10:09,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",9/13/2022,82.6,71,75.5,86.3,71,76.2,66.1,75,1.002,100,37.5,rain,0,0,28.9,12,263.6,1007.4,77.5,8.1,117.7,10.2,5,,2022-09-13T06:34:43,2022-09-13T19:08:28,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",9/14/2022,79.8,63.3,72.1,79.8,63.3,72.1,54.4,54.6,0,0,0,,0,0,24.2,10.2,285.7,1013.4,13.7,9.9,239.9,20.7,8,,2022-09-14T06:35:41,2022-09-14T19:06:47,0.64,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",9/15/2022,74.1,64.5,69.5,74.1,64.5,69.5,47.4,47,0,0,0,,0,0,26.4,16.2,327.4,1020,16,9.9,246.1,21.4,9,,2022-09-15T06:36:40,2022-09-15T19:05:06,0.67,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",9/16/2022,75.6,57.2,66.5,75.6,57.2,66.5,43.3,45,0,0,0,,0,0,19.7,6.4,343.7,1021.9,23.1,9.9,224.7,19.5,8,,2022-09-16T06:37:39,2022-09-16T19:03:24,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,F8726,KNYC,F1417,72503014732"
"New York, NY",9/17/2022,74.1,64.9,69.1,74.1,64.9,69.1,54.6,60.4,0,0,0,,0,0,23,8.8,74,1023.6,57,9.9,204.3,17.6,8,,2022-09-17T06:38:37,2022-09-17T19:01:43,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",9/18/2022,83.4,67.4,74.6,83.4,67.4,74.7,59.9,61.8,0,0,0,,0,0,27.7,12.9,230.4,1017.8,25.4,9.9,202.7,17.6,7,,2022-09-18T06:39:36,2022-09-18T19:00:01,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",9/19/2022,84.6,69.9,75.4,84.2,69.9,75.3,61,62.9,0.116,100,8.33,rain,0,0,35.8,17.4,241.1,1012.6,58,9.6,154,13.1,7,,2022-09-19T06:40:35,2022-09-19T18:58:20,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",9/20/2022,77.9,67.6,72.6,77.9,67.6,72.6,59,64.2,0,0,0,,0,0,29.8,11.2,298.7,1011.7,37.5,9.9,177.6,15.2,7,,2022-09-20T06:41:34,2022-09-20T18:56:38,0.83,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",9/21/2022,80.6,63.3,71,80.8,63.3,71.1,57.5,63.2,0,0,0,,0,0,17.2,8.7,259.5,1012.8,18.3,9.9,223.5,19.3,8,,2022-09-21T06:42:33,2022-09-21T18:54:57,0.86,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",9/22/2022,74.9,59.3,68.5,74.9,59.3,68.5,57.4,68.8,0.376,100,20.83,rain,0,0,34.4,18.7,269.9,1004.3,55.5,9.2,89.1,7.6,5,,2022-09-22T06:43:32,2022-09-22T18:53:15,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",9/23/2022,62.7,51.6,56.6,62.7,51.6,56.6,36.7,48.7,0,0,0,,0,0,30.7,19.3,311.7,1012.5,7.1,9.9,232.9,20,8,,2022-09-23T06:44:32,2022-09-23T18:51:34,0.93,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",9/24/2022,69.8,49.2,59.1,69.8,46.8,58.8,38.9,48.2,0,0,0,,0,0,25.3,10.5,291.3,1015,14.3,9.9,219.9,19,8,,2022-09-24T06:45:31,2022-09-24T18:49:53,0.96,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
"New York, NY",9/25/2022,72.4,59.3,64.8,72.4,59.3,64.8,51.9,63.7,0.967,100,12.5,rain,0,0,32.2,11.9,223.6,1007.2,71.7,9.4,96.1,8.2,5,,2022-09-25T06:46:31,2022-09-25T18:48:11,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KEWR,KLGA,72502014734,KNYC,F1417,72503014732"
